sample_id,v_hf_frac_1k,v_spec_kurt,v_crest,v_transient_rate_2k,i_hf_frac_1k,i_spec_kurt,i_crest,i_transient_rate_2k
171,0.004568694443796692,246.2424045341273,1.5447420030952035,0.23809523809523808,0.001184804246123717,248.53039111806578,1.5233627285496532,0.14285714285714285
172,0.005094239524432827,244.6470239577552,1.5661145930302578,0.23809523809523808,0.001224990854792741,248.06923256493957,1.5205299331072082,0.0
173,0.005041259431393488,246.09980330760536,1.510086822969074,0.23809523809523808,0.0012529299918654614,247.90044049595843,1.5060382235942118,0.0
174,0.004797385840261795,246.22888044880258,1.5844611777172564,0.2857142857142857,0.0013343113193213484,248.08811145806155,1.5211281325950492,0.0
175,0.0049451327042415935,245.68603726685893,1.54047160888915,0.2857142857142857,0.0011798517856040317,247.61881065971448,1.5273288706708519,0.0
176,0.004561177587004828,245.27821728814902,1.5326726370473345,0.19047619047619047,0.0012615619385451548,248.1748078316026,1.4975220075879447,0.09523809523809523
177,0.004914818526958538,246.7031017050328,1.5461866744453308,0.23809523809523808,0.0013192492569695756,248.3030585786663,1.5136076599929793,0.09523809523809523
178,0.004475092985800621,245.81976222262526,1.6094272643934704,0.23809523809523808,0.0012971724094913582,248.02942361592267,1.4950987128447843,0.0
179,0.0050515249611763876,245.68216848916325,1.5786726568711802,0.2857142857142857,0.0013860586449558252,248.3960776458311,1.5140004425742188,0.19047619047619047
180,0.004860824094741354,245.96897184819755,1.5411544801337762,0.23809523809523808,0.0012614468286124998,248.06921823835285,1.5454816880285691,0.14285714285714285
181,0.004452297972391669,244.99468695961164,1.542464808176485,0.23809523809523808,0.0012795887308066271,247.96855733202472,1.5046320493645915,0.0
182,0.004778091506302537,245.1252203834131,1.5476452673967531,0.2857142857142857,0.0012422431498440264,247.737145272249,1.4983455816620455,0.0
183,0.004551491242332842,245.23123040929784,1.5542243987449984,0.2857142857142857,0.0012456343836271205,247.95180826957574,1.5313077520952827,0.0
184,0.004578932148618419,246.73229450831,1.522705169236083,0.23809523809523808,0.0013845893790234206,248.2054164430719,1.4995300881952875,0.09523809523809523
185,0.004637272403719346,246.64803194955505,1.5189819464076346,0.2857142857142857,0.001388909616341723,248.09641802667994,1.4896021913217363,0.19047619047619047
186,0.0048150485601772845,244.26729118640438,1.561331248753874,0.23809523809523808,0.0012732504456550691,248.06845749559676,1.527340787278947,0.0
187,0.004797451815695695,245.01834877549098,1.5932634399786705,0.2857142857142857,0.0013174791203974408,247.72921326056607,1.5432903261150694,0.0
188,0.004639284712659708,246.24785615251264,1.551412531975222,0.19047619047619047,0.0013210232365169496,247.80853300248398,1.5069132856468361,0.047619047619047616
189,0.004789195759982486,245.01063626598784,1.5770100234885416,0.23809523809523808,0.00121489077267498,247.76226790003977,1.5086622934233465,0.0
190,0.004420984164212554,246.64400173453475,1.522323301481039,0.23809523809523808,0.0012958364305912318,248.27354916243232,1.57012945392324,0.0
191,0.0049596362469163545,243.79220156716482,1.5404553692035425,0.23809523809523808,0.0012612501803374295,247.72870250286954,1.5223732696925918,0.14285714285714285
192,0.00499968681945767,244.78129776738353,1.5573402939719272,0.23809523809523808,0.0013521515094331309,247.75309089717462,1.5346682251727193,0.0
193,0.004758681794741221,247.236766545165,1.5531148961776131,0.23809523809523808,0.0013736842320273314,247.65176116355087,1.5274624119960019,0.047619047619047616
194,0.004347546168857732,244.69655788899297,1.5549939708060052,0.2857142857142857,0.0013523385866572475,247.40947019746065,1.515254301910685,0.0
195,0.0044826760049179884,245.37623821960807,1.5532470610332514,0.23809523809523808,0.0013187451839884819,248.0766909403497,1.4993450759604101,0.09523809523809523
196,0.0043843167856779525,245.45047619199164,1.5347159406672823,0.23809523809523808,0.0014035449887369084,248.1926922757397,1.510103528408996,0.0
197,0.0047325632500915945,244.73280452224625,1.5293392302059954,0.2857142857142857,0.0012324357727776574,247.6247621160719,1.5103591933185117,0.0
198,0.00475895229288106,245.51252496418567,1.5698561631306702,0.19047619047619047,0.0014008861248326699,247.4912204962658,1.4878255058642982,0.14285714285714285
199,0.004944536286888289,245.02259668717278,1.5724597248136327,0.23809523809523808,0.0012662988952656415,247.76268373391065,1.4863348535183807,0.14285714285714285
